AU-en 2302
AU-fa 6
AU-et 2
AU-nl 2
AU-zh 9
AU-ar 27
AU-ht 2
AU-de 11
AU-hi 7
AU-ur 1
AU-tr 7
AU-el 1
AU-pl 6
AU-no 1
AW-und 3
AW-en 7
AW-in 3
AW-es 3
AW-pt 1
AZ-ja 2
AZ-ar 2
AZ-fa 1
AZ-sl 1
AZ-in 1
AZ-fi 1
AZ-ru 2
AZ-uk 2
AZ-tr 51
AZ-en 5
AZ-und 5
BA-tr 3
BA-nl 1
BA-ar 4
BA-pt 1
BA-en 9
BA-tl 1
BA-und 31
BA-sl 1
BA-ja 2
BB-und 10
BB-ht 1
BB-en 61
BD-fr 1
BD-ar 2
BD-tr 2
BD-pt 2
BD-hi 5
BD-eu 1
BD-sl 1
BD-bn 20
BD-in 2
BD-en 115
BD-tl 5
BD-und 49
BD-ro 1
BE-de 13
BE-eu 1
BE-sv 3
BE-fa 1
BE-it 3
BE-ar 3
BE-und 76
BE-pt 8
BE-tl 4
BE-da 5
BE-ru 2
BE-et 3
BE-fi 2
BE-tr 16
BE-en 212
BE-uk 1
BE-sl 1
BE-in 5
BE-pl 3
BE-es 18
BE-fr 140
BE-ro 1
BE-no 3
BE-nl 279
BE-cy 1
BE-zh 1
BF-und 1
BF-fr 2
BG-ru 2
BG-pl 2
BG-en 35
BG-lv 1
BG-it 1
BG-sr 3
BG-pt 1
BG-und 12
BG-bg 17
BH-en 55
BH-in 3
BH-et 1
BH-und 42
BH-nl 1
BH-es 1
BH-da 1
BH-ta 1
BH-ar 279
BH-tl 3
BH-ro 1
BI-en 1
BJ-fr 2
BJ-en 2
BM-und 2
BM-en 13
BN-th 1
BN-und 6
BN-in 10
BN-it 1
BN-et 2
BN-en 33
BO-und 3
BO-es 35
BO-pt 5
BO-eu 1
BO-en 8
BO-it 1
BQ-nl 1
BR-und 2935
BR-et 65
BR-pt 45954
BR-en 1478
BR-is 20
BR-hi 18
BR-da 15
BR-vi 7
BR-ht 58
BR-tr 41
BR-de 27
BR-hu 20
BR-nl 22
BR-cs 32
BR-sl 8
BR-ro 38
BR-es 1199
BR-lv 26
BR-fa 1
BR-lt 31
BR-in 216
BR-ar 2
BR-ko 7
BR-no 7
BR-it 229
BR-fr 121
BR-cy 16
BR-ja 10
BR-ru 1
BR-eu 50
BR-tl 179
BR-sv 23
BR-pl 20
BR-fi 30
BS-en 74
BS-ht 1
BS-und 8
BS-in 1
BS-tr 1
BS-cy 1
BS-es 2
BT-en 4
BT-cy 2
BW-ht 1
BW-pt 2
BW-in 6
BW-et 1
BW-eu 1
BW-es 1
BW-it 1
BW-en 69
BW-tl 2
BW-und 8
BW-lv 1
BY-es 1
BY-en 13
BY-sr 3
BY-uk 7
BY-ja 1
BY-sv 1
BY-und 25
BY-ru 287
BY-tr 1
BY-ko 1
BY-bg 1
BZ-en 2
BZ-in 1
CA-pt 38
CA-hi 9
CA-iw 2
CA-zh 5
CA-it 7
CA-fi 5
CA-fa 3
CA-da 4
CA-nl 8
CA-de 10
CA-tr 9
CA-in 18
CA-fr 228
CA-ja 14
CA-und 411
CA-vi 1
CA-es 68
CA-ht 24
CA-no 2
CA-cy 7
CA-tl 57
CA-ta 2
CA-ar 26
CA-ko 7
CA-eu 2
CA-pl 11
CA-is 1
CA-uk 1
CA-ur 6
CA-bn 1
CA-en 4426
CA-ru 5
CA-et 12
CA-sv 1
CA-ro 5
CD-in 1
CD-es 1
CD-tl 2
CD-iw 1
CD-ar 2
CD-und 2
CD-en 6
CD-fr 13
CF-fr 2
CF-pl 1
CF-en 1
CG-und 3
CG-fr 7
CH-da 3
CH-tr 5
CH-ar 11
CH-pt 9
CH-no 1
CH-ru 4
CH-und 41
CH-ht 1
CH-it 14
CH-ja 9
CH-en 135
CH-in 5
CH-es 25
CH-nl 1
CH-sv 2
CH-de 55
CH-pl 1
CH-ro 1
CH-fr 53
CH-zh 1
CH-sl 1
CI-en 13
CI-es 1
CI-und 11
CI-in 1
CI-it 1
CI-fr 37
CL-ht 4
CL-und 182
CL-en 92
CL-et 3
CL-cy 1
CL-th 1
CL-fi 1
CL-lt 4
CL-tl 3
CL-eu 2
CL-sl 1
CL-es 2325
CL-pt 35
CL-in 10
CL-hu 1
CL-is 1
CL-ko 2
CL-fr 7
CL-tr 3
CL-ro 2
CL-de 1
CL-it 8
CL-cs 1
CL-nl 1
CL-zh 1
CM-und 6
CM-ht 2
CM-en 6
CM-fr 47
CN-hi 4
CN-no 1
CN-tl 6
CN-ja 61
CN-th 20
CN-es 8
CN-ru 11
CN-cs 2
CN-it 1
CN-en 184
CN-und 28
CN-et 1
CN-pl 1
CN-fi 18
CN-ko 5
CN-de 1
CN-in 11
CN-cy 1
CN-pt 6
CN-fr 4
CN-zh 143
CN-tr 3
CN-ar 3
CN-sl 1
CO-cs 3
CO-ht 3
CO-tr 1
CO-eu 3
CO-nl 2
CO-und 301
CO-es 3062
CO-lv 1
CO-et 2
CO-hu 1
CO-da 1
CO-pt 35
CO-it 18
CO-en 159
CO-fi 1
CO-fr 9
CO-sv 2
CO-in 6
CO-ro 2
CO-de 2
CO-uk 1
CO-lt 2
CO-tl 8
CO-cy 1
CR-eu 2
CR-is 1
CR-tl 4
CR-fr 1
CR-es 498
CR-en 62
CR-tr 1
CR-ht 5
CR-et 1
CR-da 1
CR-und 69
CR-it 3
CR-pt 11
CU-in 1
CU-es 19
CU-pt 1
CU-und 1
CU-en 12
CV-lv 1
CV-und 1
CW-es 2
CW-nl 1
CW-en 6
CY-ro 1
CY-tr 45
CY-it 1
CY-tl 1
CY-cy 1
CY-pt 1
CY-und 15
CY-fi 1
CY-ru 3
CY-is 1
CY-nl 1
CY-hu 1
CY-el 6
CY-en 56
CZ-cs 116
CZ-pt 2
CZ-el 1
CZ-nl 1
CZ-tr 2
CZ-und 27
CZ-en 89
CZ-ar 2
CZ-in 4
CZ-de 1
CZ-eu 1
CZ-fr 2
CZ-ru 17
CZ-ja 3
CZ-es 6
DE-is 2
DE-es 49
DE-et 6
DE-cy 1
DE-pl 5
DE-it 12
DE-ur 1
DE-no 2
DE-fr 16
DE-uk 1
DE-nl 25
DE-hi 1
DE-sl 2
DE-bg 1
DE-el 7
DE-lt 2
DE-und 195
DE-fa 4
DE-cs 3
DE-th 5
DE-zh 1
DE-da 6
DE-ko 3
DE-en 791
DE-tr 52
DE-in 21
DE-lv 7
DE-de 1370
DE-iw 1
DE-ht 3
DE-pt 29
DE-ar 37
DE-sr 1
DE-ru 32
DE-ja 20
DE-sv 5
DE-fi 1
DE-tl 16
DJ-und 1
DJ-in 1
DJ-en 1
DK-fi 1
DK-tl 3
DK-es 5
DK-da 81
DK-pl 2
DK-lv 1
DK-in 1
DK-en 127
DK-und 11
DK-tr 3
DK-de 3
DK-no 5
DK-ja 1
DK-th 1
DK-ar 4
DK-hu 1
DK-fr 4
DK-ur 1
DK-ru 2
DK-sv 4
DK-pt 2
DK-it 2
DM-en 3
DM-ht 1
DO-tl 4
DO-es 367
DO-en 50
DO-it 5
DO-is 1
DO-pt 6
DO-in 2
DO-ht 2
DO-fr 4
DO-lt 1
DO-cy 1
DO-und 41
DO-ru 1
DO-et 1
DO-sv 1
DZ-fr 27
DZ-ht 3
DZ-ar 73
DZ-et 1
DZ-es 4
DZ-und 42
DZ-en 21
DZ-tr 1
DZ-tl 4
DZ-de 48
EC-ar 5
EC-pt 9
EC-tr 1
EC-el 5
EC-eu 1
EC-et 1
EC-lt 1
EC-pl 1
EC-fr 2
EC-hu 3
EC-ro 2
EC-cy 1
EC-und 85
EC-in 2
EC-it 3
EC-ht 2
EC-en 34
EC-es 710
EC-da 1
EC-tl 2
EE-et 2
EE-fr 1
EE-en 12
EE-und 3
EE-ru 4
EE-fi 1
EE-es 1
EE-tr 1
EE-de 1
EE-ht 1
EG-cy 1
EG-ht 6
EG-th 1
EG-it 1
EG-nl 1
EG-ar 1332
EG-hi 2
EG-hu 2
EG-pt 1
EG-no 1
EG-pl 3
EG-et 1
EG-cs 1
EG-en 188
EG-tr 3
EG-in 33
EG-de 3
EG-fa 1
EG-und 198
EG-fi 10
EG-ru 2
EG-fr 4
EG-tl 6
EG-es 5
ER-en 3
ES-ro 10
ES-eu 36
ES-sv 15
ES-fa 1
ES-ru 16
ES-de 24
ES-ht 11
ES-pl 8
ES-tr 15
ES-nl 6
ES-pt 129
ES-hi 2
ES-et 14
ES-uk 2
ES-lv 2
ES-da 8
ES-und 1753
ES-hu 15
ES-in 41
ES-fi 6
ES-es 7142
ES-ar 22
ES-ko 3
ES-cy 10
ES-no 10
ES-sl 2
ES-zh 2
ES-tl 37
ES-fr 70
ES-it 44
ES-lt 5
ES-en 951
ES-ja 13
ES-cs 6
ES-th 1
ES-bg 1
ET-hi 1
ET-en 5
ET-es 2
FI-lt 1
FI-fi 309
FI-fa 1
FI-de 2
FI-tr 4
FI-ar 1
FI-et 8
FI-ru 7
FI-fr 1
FI-und 25
FI-nl 1
FI-es 3
FI-en 120
FI-sv 3
FI-ht 1
FI-ja 6
FI-eu 1
FI-pt 2
FI-uk 1
FI-zh 1
FJ-en 17
FJ-tl 1
FK-und 1
FK-ht 1
FK-en 4
FM-ja 1
FO-da 2
FO-en 3
FO-und 1
FR-pt 48
FR-th 2
FR-ro 3
FR-ar 36
FR-pl 8
FR-en 848
FR-hu 2
FR-ko 3
FR-sl 2
FR-uk 1
FR-de 17
FR-ja 31
FR-no 1
FR-lt 2
FR-tl 14
FR-fi 5
FR-ru 5
FR-sv 9
FR-el 1
FR-cy 4
FR-eu 7
FR-ht 28
FR-es 113
FR-fa 2
FR-in 42
FR-nl 19
FR-cs 5
FR-lv 3
FR-zh 1
FR-da 7
FR-und 562
FR-it 22
FR-hi 4
FR-et 9
FR-tr 41
FR-fr 4966
GA-fr 3
GA-und 1
GA-ar 1
GA-en 1
GA-pt 1
GB-da 4
GB-cy 23
GB-und 1227
GB-bg 2
GB-hu 4
GB-tl 47
GB-lt 2
GB-fr 73
GB-nl 14
GB-th 6
GB-zh 4
GB-pl 18
GB-en 16054
GB-ro 2
GB-pt 77
GB-ru 12
GB-ko 1
GB-de 29
GB-no 12
GB-es 113
GB-fi 5
GB-it 34
GB-in 35
GB-hi 8
GB-lv 1
GB-ht 13
GB-is 1
GB-ur 13
GB-el 4
GB-et 21
GB-tr 30
GB-eu 3
GB-sl 2
GB-cs 2
GB-ja 16
GB-sv 19
GB-fa 11
GB-ar 119
GD-en 8
GE-en 9
GE-it 1
GE-tr 6
GE-ar 3
GE-und 11
GE-fi 1
GE-tl 1
GE-ru 6
GE-ja 5
GF-en 1
GF-fr 5
GG-en 2
GH-ht 1
GH-tr 1
GH-ja 1
GH-pl 1
GH-fr 5
GH-en 349
GH-et 2
GH-pt 2
GH-ro 1
GH-in 7
GH-und 43
GH-tl 3
GH-nl 1
GH-it 2
GI-ja 1
GI-es 2
GI-und 1
GI-en 16
GL-en 2
GL-nl 1
GM-und 1
GM-en 5
GN-fr 6
GN-pt 1
GP-und 3
GP-fr 42
GP-en 6
GR-sv 1
GR-lt 3
GR-cs 1
GR-in 2
GR-tr 12
GR-en 130
GR-ar 1
GR-et 2
GR-und 76
GR-it 1
GR-de 3
GR-nl 4
GR-ru 3
GR-hu 1
GR-tl 2
GR-es 8
GR-el 248
GR-ht 1
GR-fr 8
GR-pt 3
GR-fi 2
GR-sl 1
GR-ja 3
GT-ja 1
GT-it 1
GT-und 27
GT-fr 1
GT-in 1
GT-pt 4
GT-es 260
GT-en 25
GT-hu 1
GU-ja 1
GU-it 1
GU-und 4
GU-es 1
GU-en 57
GU-tl 3
GU-ro 1
GY-en 3
HK-zh 29
HK-es 1
HK-und 21
HK-ja 24
HK-it 1
HK-pt 1
HK-ko 3
HK-fi 1
HK-de 2
HK-th 6
HK-in 3
HK-tl 10
HK-tr 5
HK-en 131
HN-pt 2
HN-en 8
HN-cs 1
HN-in 2
HN-es 92
HN-und 17
HR-sl 4
HR-ro 2
HR-nl 1
HR-es 4
HR-it 1
HR-en 42
HR-ar 1
HR-pl 4
HR-und 31
HR-pt 1
HR-in 2
HR-tr 1
HT-ht 40
HT-pt 1
HT-it 1
HT-und 9
HT-fr 7
HT-tl 1
HT-en 20
HU-ro 1
HU-tr 8
HU-es 12
HU-pt 1
HU-fr 2
HU-da 1
HU-tl 1
HU-ar 3
HU-zh 1
HU-ur 1
HU-de 2
HU-cy 1
HU-ru 4
HU-en 64
HU-ja 3
HU-und 17
HU-fi 1
HU-hu 46
HU-pl 1
HU-it 1
ID-ja 11
ID-tl 124
ID-hu 1
ID-pl 10
ID-vi 1
ID-cy 4
ID-es 19
ID-cs 2
ID-no 6
ID-en 927
ID-fa 1
ID-sv 3
ID-fr 9
ID-ar 3
ID-pt 7
ID-et 16
ID-lv 2
ID-th 1
ID-da 5
ID-is 1
ID-ko 12
ID-ht 14
ID-sl 2
ID-in 3125
ID-ro 1
ID-it 5
ID-eu 1
ID-hi 8
ID-de 10
ID-nl 9
ID-tr 14
ID-lt 5
ID-fi 3
ID-und 395
IE-ar 15
IE-ja 4
IE-pt 18
IE-it 3
IE-tl 4
IE-in 5
IE-pl 3
IE-et 5
IE-ru 2
IE-fi 3
IE-sv 1
IE-en 1088
IE-cy 1
IE-no 1
IE-el 1
IE-und 83
IE-fr 5
IE-nl 4
IE-es 12
IE-tr 2
IE-de 2
IL-ru 12
IL-es 31
IL-pt 1
IL-da 3
IL-tr 1
IL-de 2
IL-und 30
IL-ro 1
IL-fr 1
IL-in 2
IL-iw 111
IL-en 93
IL-ar 19
IL-ja 1
IL-cy 1
IL-no 1
IL-nl 2
IM-und 1
IM-en 11
IM-tl 1
IN-is 3
IN-or 12
IN-und 738
IN-hi 973
IN-pl 2
IN-en 3070
IN-ht 14
IN-de 10
IN-ne 5
IN-kn 9
IN-ur 6
IN-hu 1
IN-lt 5
IN-it 6
IN-nl 8
IN-es 14
IN-bn 8
IN-fr 14
IN-eu 3
IN-gu 63
IN-cy 4
IN-fi 12
IN-vi 2
IN-sl 1
IN-tl 65
IN-in 133
IN-no 4
IN-da 5
IN-ar 4
IN-ro 6
IN-sv 5
IN-te 9
IN-et 57
IN-ml 25
IN-cs 3
IN-ta 86
IN-pa 6
IN-ja 8
IN-tr 6
IN-mr 31
IN-ru 2
IN-pt 12
IQ-ckb 2
IQ-und 30
IQ-es 1
IQ-fa 6
IQ-tr 4
IQ-nl 1
IQ-hi 1
IQ-in 2
IQ-lv 1
IQ-ar 151
IQ-en 32
IR-en 16
IR-zh 1
IR-fi 2
IR-fa 138
IR-in 1
IR-ja 2
IR-es 1
IR-ru 1
IR-tr 1
IR-und 15
IR-pt 1
IR-ar 14
IS-pt 1
IS-es 1
IS-de 2
IS-sl 1
IS-en 37
IS-in 1
IS-und 4
IS-is 24
IS-fi 1
IS-it 2
IT-de 9
IT-ht 8
IT-nl 6
IT-uk 1
IT-bg 1
IT-lv 2
IT-pl 3
IT-et 6
IT-is 2
IT-it 1995
IT-si 1
IT-pt 45
IT-fa 2
IT-no 2
IT-tr 11
IT-eu 6
IT-ro 8
IT-el 1
IT-fr 30
IT-fi 2
IT-cs 1
IT-und 326
IT-in 17
IT-da 3
IT-hu 1
IT-cy 5
IT-sl 1
IT-hi 1
IT-en 641
IT-zh 3
IT-tl 29
IT-ru 8
IT-es 126
IT-ar 12
IT-ja 18
IT-ur 1
JE-en 2
JM-und 18
JM-lv 2
JM-ja 2
JM-in 2
JM-en 149
JM-pt 2
JM-es 1
JM-ht 3
JO-tl 1
JO-en 33
JO-pt 1
JO-ar 174
JO-sv 2
JO-in 5
JO-fr 1
JO-und 24
JO-tr 1
JP-ro 5
JP-ar 7
JP-ru 5
JP-in 53
JP-und 375
JP-fi 4
JP-el 1
JP-es 21
JP-eu 2
JP-da 3
JP-et 13
JP-pl 15
JP-tr 3
JP-it 7
JP-ne 2
JP-zh 23
JP-lt 3
JP-th 25
JP-ht 4
JP-de 1
JP-pt 15
JP-no 1
JP-ja 19883
JP-lv 1
JP-fr 22
JP-ko 56
JP-en 436
JP-vi 2
JP-sv 1
JP-tl 57
JP-hu 1
KE-hi 4
KE-is 1
KE-ro 1
KE-es 11
KE-fr 1
KE-it 2
KE-lt 4
KE-tl 26
KE-pl 3
KE-tr 2
KE-en 455
KE-und 67
KE-in 38
KE-ht 4
KE-et 3
KE-pt 3
KE-fi 1
KE-nl 2
KG-ro 1
KG-ru 16
KG-tr 2
KG-en 1
KG-und 2
KH-en 18
KH-km 1
KH-und 3
KH-th 2
KH-ko 6
KH-pt 1
KH-ja 3
KM-und 1
KM-en 1
KN-und 1
KN-no 1
KN-en 8
KN-es 1
KP-en 8
KP-pt 2
KP-et 1
KR-tr 1
KR-th 19
KR-es 8
KR-ja 32
KR-in 10
KR-vi 5
KR-ar 3
KR-pt 3
KR-fi 1
KR-zh 9
KR-nl 1
KR-lv 1
KR-ru 4
KR-fr 10
KR-tl 10
KR-und 83
KR-ht 1
KR-ko 803
KR-en 131
KR-de 1
KR-ro 1
KR-cy 1
KW-ar 1210
KW-ta 1
KW-lv 3
KW-ro 5
KW-vi 1
KW-da 3
KW-hi 5
KW-nl 1
KW-ht 1
KW-tl 32
KW-it 2
KW-no 1
KW-tr 2
KW-in 22
KW-fa 2
KW-und 215
KW-es 5
KW-fr 2
KW-et 1
KW-cy 1
KW-ja 1
KW-en 443
KY-en 7
KY-und 2
KZ-uk 2
KZ-und 8
KZ-ja 1
KZ-it 1
KZ-en 12
KZ-pt 1
KZ-ru 46
KZ-fi 1
LA-tl 1
LA-in 1
LA-en 4
LA-fi 1
LA-und 1
LA-th 4
LB-ar 104
LB-pt 1
LB-tr 1
LB-und 29
LB-tl 5
LB-en 69
LB-in 6
LB-ht 1
LB-de 1
LB-et 2
LB-es 3
LC-ht 1
LC-en 23
LC-und 3
LK-pl 1
LK-en 74
LK-ta 6
LK-et 7
LK-tl 5
LK-tr 2
LK-es 2
LK-pt 1
LK-und 18
LK-ar 2
LK-in 1
LK-si 12
LR-fr 1
LR-en 6
LR-und 1
LS-und 1
LS-en 11
LS-tl 1
LS-ro 1
LT-ru 2
LT-und 2
LT-lt 3
LT-tr 1
LT-en 15
LU-fr 6
LU-in 1
LU-pt 4
LU-en 14
LU-ar 1
LU-cs 2
LV-lv 54
LV-ru 20
LV-ja 1
LV-en 19
LV-lt 1
LV-und 12
LV-th 2
LV-de 1
LY-und 16
LY-ar 127
LY-it 1
LY-in 2
LY-en 7
MA-ht 1
MA-de 2
MA-ru 2
MA-tr 4
MA-sv 1
MA-tl 1
MA-nl 1
MA-ar 29
MA-en 32
MA-fr 30
MA-pl 1
MA-und 20
MA-es 4
MA-in 1
MA-pt 1
MC-fr 2
MC-en 8
MC-und 1
MC-nl 1
MD-ru 9
MD-und 2
MD-en 1
ME-ht 2
ME-en 6
ME-ru 4
ME-sr 1
ME-et 2
ME-es 1
ME-cs 2
ME-tr 1
ME-it 1
ME-sl 2
ME-pl 2
ME-und 30
MF-fr 1
MF-en 1
MF-und 1
MG-in 2
MG-en 7
MG-es 2
MK-nl 1
MK-und 7
MK-tr 4
MK-in 1
MK-sr 13
MK-en 14
MK-ht 1
MK-pl 2
MK-et 3
MK-bg 7
MK-pt 1
MK-ru 8
ML-fr 5
ML-in 1
ML-fi 1
ML-und 4
ML-en 2
ML-ru 1
ML-cs 1
MM-no 2
MM-my 3
MM-en 28
MM-tl 1
MM-fr 1
MM-th 4
MM-es 2
MM-ja 7
MM-und 19
MN-tl 1
MN-it 1
MN-und 6
MN-en 6
MN-et 1
MN-pt 2
MN-ru 78
MO-zh 4
MO-th 1
MO-en 5
MO-ja 2
MO-tl 2
MO-und 5
MP-in 1
MP-und 1
MP-en 8
MQ-und 7
MQ-en 8
MQ-ht 2
MQ-es 1
MQ-fr 50
MQ-in 1
MR-en 1
MT-ja 1
MT-nl 1
MT-tr 1
MT-en 27
MT-es 2
MT-ru 1
MT-und 2
MT-in 1
MU-fr 2
MU-sl 1
MU-en 19
MU-und 5
MU-in 1
MU-es 1
MU-de 2
MV-es 1
MV-und 8
MV-th 1
MV-hi 3
MV-fi 1
MV-in 1
MV-ko 1
MV-en 26
MV-pt 1
MV-et 7
MV-ht 1
MW-en 13
MW-und 5
MW-in 1
MW-ta 2
MX-ru 1
MX-tl 16
MX-th 1
MX-und 624
MX-ro 3
MX-de 9
MX-no 1
MX-sv 4
MX-lt 2
MX-pl 2
MX-es 5963
MX-et 5
MX-en 552
MX-cy 1
MX-el 1
MX-in 30
MX-hu 4
MX-pt 87
MX-ja 8
MX-is 4
MX-ht 10
MX-fi 4
MX-fr 17
MX-eu 10
MX-sl 5
MX-nl 5
MX-it 25
MX-tr 3
MX-ko 1
MY-en 1710
MY-it 15
MY-no 5
MY-tl 214
MY-zh 23
MY-in 3611
MY-und 268
MY-cy 1
MY-et 28
MY-nl 14
MY-de 8
MY-ro 3
MY-ht 22
MY-is 2
MY-hi 14
MY-fi 3
MY-sl 2
MY-eu 8
MY-th 6
MY-lv 2
MY-vi 1
MY-ja 11
MY-ar 9
MY-tr 12
MY-pt 11
MY-ko 7
MY-fr 9
MY-sv 7
MY-lt 4
MY-pl 6
MY-da 4
MY-hu 7
MY-es 19
MY-cs 1
MZ-pt 26
MZ-en 10
MZ-und 7
MZ-ht 1
MZ-tr 1
MZ-tl 1
MZ-es 3
NA-und 6
NA-ht 1
NA-tl 1
NA-en 49
NC-und 12
NC-ht 1
NC-et 1
NC-en 4
NE-en 3
NG-sv 2
NG-en 1535
NG-et 12
NG-ht 21
NG-nl 4
NG-ru 1
NG-sl 1
NG-tl 30
NG-hi 1
NG-it 4
NG-ro 1
NG-da 5
NG-cs 2
NG-pl 6
NG-fi 1
NG-lt 1
NG-fr 9
NG-in 39
NG-und 137
NG-ja 2
NG-pt 2
NG-hu 1
NG-de 7
NG-es 11
NG-cy 3
NG-tr 3
NI-it 3
NI-es 187
NI-und 8
NI-tl 2
NI-en 26
NI-pt 2
NI-cs 1
NI-ht 1
NI-fi 1
NL-et 3
NL-nl 1153
NL-eu 1
NL-hi 1
NL-cy 2
NL-it 2
NL-ht 3
NL-en 510
NL-pt 9
NL-sl 1
NL-und 193
NL-fr 13
NL-tr 30
NL-ru 11
NL-de 14
NL-ar 12
NL-no 3
NL-ko 1
NL-in 8
NL-ckb 1
NL-da 1
NL-es 24
NL-tl 5
NL-uk 3
NL-sv 3
NL-is 1
NL-pl 7
NL-fi 5
NL-fa 3
NO-fr 2
NO-ja 1
NO-pl 10
NO-ar 5
NO-et 1
NO-el 1
NO-it 1
NO-ro 1
NO-pt 2
NO-is 1
NO-da 13
NO-fi 4
NO-nl 3
NO-es 4
NO-ht 2
NO-ru 1
NO-en 133
NO-tl 3
NO-no 91
NO-tr 2
NO-th 2
NO-sv 8
NO-ur 1
NO-und 21
NO-de 1
NP-hi 6
NP-es 1
NP-it 1
NP-et 1
NP-ne 56
NP-in 4
NP-tl 4
NP-und 16
NP-vi 1
NP-nl 1
NP-fr 1
NP-en 30
NU-en 1
NZ-en 357
NZ-und 23
NZ-de 3
NZ-pt 5
NZ-es 2
NZ-ar 2
NZ-in 3
NZ-ko 1
NZ-it 1
NZ-hi 1
NZ-pl 1
NZ-cy 2
NZ-sv 1
NZ-th 7
NZ-zh 1
NZ-da 2
NZ-ja 4
NZ-tl 9
NZ-ht 1
NZ-lt 1
NZ-fr 1
OM-es 2
OM-ko 1
OM-eu 1
OM-fa 1
OM-ar 312
OM-in 2
OM-und 61
OM-en 58
OM-it 1
OM-hi 1
OM-bn 1
PA-no 1
PA-in 1
PA-lt 1
PA-et 1
PA-pt 6
PA-fr 3
PA-it 1
PA-ar 1
PA-en 29
PA-und 32
PA-ro 1
PA-ht 1
PA-es 300
PA-sv 2
PA-cy 1
PA-tl 2
PE-en 80
PE-pl 1
PE-tl 2
PE-et 2
PE-is 1
PE-ko 1
PE-it 2
PE-und 93
PE-ja 14
PE-pt 9
PE-ar 1
PE-fr 3
PE-nl 2
PE-da 1
PE-in 6
PE-ht 3
PE-tr 2
PE-es 706
PF-en 1
PF-fr 2
PG-cs 1
PG-pt 1
PH-pl 24
PH-ro 5
PH-sl 5
PH-it 36
PH-th 2
PH-da 13
PH-en 4328
PH-nl 27
PH-tr 25
PH-fr 27
PH-de 22
PH-ru 1
PH-cy 14
PH-sv 9
PH-und 777
PH-es 108
PH-in 261
PH-et 38
PH-cs 4
PH-hu 7
PH-ar 4
PH-ja 17
PH-zh 5
PH-no 14
PH-pt 34
PH-fi 5
PH-ko 6
PH-hi 11
PH-eu 15
PH-lt 11
PH-lv 6
PH-ht 43
PH-tl 5909
PH-is 6
PK-cy 4
PK-no 1
PK-ur 189
PK-en 385
PK-cs 1
PK-fr 6
PK-fi 3
PK-tr 5
PK-in 49
PK-da 1
PK-de 3
PK-hi 54
PK-nl 1
PK-eu 2
PK-ps 1
PK-sd 1
PK-und 123
PK-ht 5
PK-fa 5
PK-lv 1
PK-pl 3
PK-ar 1
PK-es 2
PK-pt 1
PK-hu 1
PK-tl 25
PK-et 8
PK-it 1
PL-in 4
PL-es 15
PL-fr 4
PL-und 72
PL-ar 1
PL-ja 2
PL-fi 2
PL-de 8
PL-en 139
PL-hi 2
PL-hu 4
PL-tr 6
PL-eu 1
PL-nl 8
PL-pl 600
PL-vi 1
PL-pt 3
PL-ro 1
PL-el 1
PL-tl 2
PL-sl 2
PL-ru 14
PL-et 1
PM-fr 1
PR-es 17
PR-und 1
PR-in 1
PR-no 2
PR-cs 1
PR-ht 1
PR-en 12
PT-tl 13
